id,wurfl-id,user-agent
autogen-17,apple_iphone_ver1_sub31c28_nbno,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; nb-no) AppleWebKit/420+ (KHTML, like Gecko) Version/3.0 Mobile/1C28 Safari/419.3"
autogen-18,apple_iphone_ver2_2_1_it,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2_1 like Mac OS X; it-it) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-19,apple_iphone_ver2_2_1_es,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2_1 like Mac OS X; es-es) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-20,apple_iphone_ver2_0_2_fr,"Mozilla 5.0 (iPhone ; U ; CPU : iPhone OS 2_0_2 like Mac OS X;fr-fr)  AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5C1 Safari/525.20"
autogen-21,apple_iphone_ver3_1_2_svse,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_2 like Mac OS X; sv-se) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7D11 Safari/528.16"
autogen-22,apple_iphone_ver2_2_1_de,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2_1 like Mac OS X; de-de) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-23,apple_iphone_ver3_1_2_enus,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_2 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7D11 Safari/528.16"
autogen-24,apple_iphone_ver2_2_1_ru,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2_1 like Mac OS X; ru-ru) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-25,apple_iphone_ver2_2_1_no,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2_1 like Mac OS X; nb-no) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-26,apple_iphone_emulator_ver2_2_1_de,"Mozilla/5.0 (iPhone Simulator; U; CPU iPhone OS 2_2_1 like Mac OS X; de-de) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-27,apple_iphone_ver1_sub3b48b_trtr,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; tr-tr) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-28,apple_iphone_ver1_sub3b48b_zhtw,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; zh-tw) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-29,apple_iphone_ver2_1_subcydia,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Cydia/1.0.2595-36"
autogen-30,apple_iphone_ver1_sub3b48b_ptpt,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; pt-pt) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-31,apple_iphone_ver2_2_subenus,"mozilla/5.0 (iphone; u; cpu iphone os 2_2 like mac os x; en-us) applewebkit/525.18.1 (khtml, like gecko) version/3.1.1 mobile/5g77 safari/525.20"
autogen-32,apple_iphone_ver1_sub3b48a_dede,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; de-de) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-33,apple_iphone_ver2_2_sub5g77,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Mobile/5G77"
autogen-34,apple_iphone_ver1_sub3b48b_ruru,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; ru-ru) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-35,apple_iphone_ver1_sub3b48b_nlnl,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; nl-nl) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-36,apple_iphone_ver3_sub7a312g_enus,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7A312g Safari/528.16"
autogen-37,apple_iphone_ver2_2_subcydia,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Cydia/1.0.2595-37"
autogen-38,apple_iphone_ver1_sub4a102_it,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; it-it) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/4A102 Safari/419.3"
autogen-39,apple_iphone_ver1_sub4a102_en,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/4A102 Safari/419.3"
autogen-40,apple_iphone_ver2_1_sub525181,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5F136 Safari/525.20"
autogen-41,apple_iphone_ver1_sub3a109a_fr,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; fr) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A109a Safari/419.3"
autogen-42,apple_iphone_ver1_sub3a109a_es,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; es) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A109a Safari/419.3"
autogen-43,apple_iphone_ver3_1_sub7c116a,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7C116a Safari/528.16"
autogen-44,apple_iphone_ver1,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en) AppleWebKit/420+ (KHTML, like Gecko) Version/3.0 Mobile/1A538a Safari/419.3"
autogen-45,apple_iphone_ver4,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_0 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Mobile/7D11"
autogen-46,apple_iphone_ver3,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.11 (KHTML, like Gecko) Version/3.1.1 Mobile/7A238j Safari/525.20"
autogen-47,apple_iphone_ver2,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5A345 Safari/525.20"
autogen-48,apple_iphone_ver3_1,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1 like Mac OS X; pt-pt) AppleWebKit/528.18 (KHTML, like Gecko) Mobile/7C144"
autogen-49,apple_iphone_ver1_china,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; cs-cz) AppleWebKit/420.1 (KHTML, like Gecko)"
autogen-50,apple_iphone_ver3_1_3_subenus,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_3 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7E18 Safari/528.16"
autogen-51,apple_iphone_ver1_sub3b48a,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-52,apple_iphone_ver1_sub3b48b,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48a Safari/419.3"
autogen-53,apple_iphone_ver1_os201,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_0_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5B108 Safari/525.20"
autogen-54,apple_iphone_ver3_1_3_subeses,"Mozilla/5.0 (device; U; CPU iPhone OS 3_1_3 like Mac OS X; es-es) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7E18 Safari/528.16"
autogen-55,apple_iphone_ver2_1,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5F90 Safari/525.20"
autogen-56,apple_iphone_ver2_2,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5G76 Safari/525.20"
autogen-57,apple_iphone_ver1_subua_mysterious,Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en)
autogen-58,apple_iphone_ver3_0_1,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0_1 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7A400 Safari/528.16"
autogen-59,apple_iphone_ver2_sub5a347,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5A347 Safari/525.20"
autogen-60,apple_iphone_ver2_1_1,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_1_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5A345 Safari/525.20"
autogen-61,apple_iphone_ver3_sub7a341,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Mobile/7A341"
autogen-62,apple_iphone_ver1_sub3a109a_zhcn,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; zh-cn) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A109a Safari/419.3"
autogen-63,apple_iphone_ver2_1_sub525181_de,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_1 like Mac OS X; de-de) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5F136 Safari/525.20"
autogen-64,apple_iphone_ver1_sub3a109a_svse,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; sv-se) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A109a Safari/419.3"
autogen-65,apple_iphone_ver3_1_0,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-66,apple_iphone_ver3_1_1,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_1 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7C145 Safari/528.16"
autogen-67,apple_iphone_ver3_1_2,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_2 like Mac OS X; nl-nl) AppleWebKit/528.18 (KHTML, like Gecko) Mobile/7D11"
autogen-68,apple_iphone_ver3_1_3,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_3 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-69,apple_iphone_ver2_2_1,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-70,apple_iphone_ver2_1_sub525181_it,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_1 like Mac OS X; it-it) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5F136 Safari/525.20"
autogen-71,apple_iphone_ver2_0_2,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_0_2 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5C1 Safari/525.20"
autogen-72,apple_iphone_ver1_sub3a109a_itit,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; it-it) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A109a Safari/419.3"
autogen-73,apple_iphone_ver1_sub3a109a_dadk,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; da-dk) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A109a Safari/419.3"
autogen-74,apple_iphone_ver1_sub3a109a_plpl,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; pl-pl) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A109a Safari/419.3"
autogen-75,apple_iphone_ver2_sub5b108,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_0_1 like Mac OS X; de-de) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5B108 Safari/525.20"
autogen-76,apple_iphone_emulator_ver2,"Mozilla/5.0 (iPhone Simulator; U; iPhone OS 2_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5A308 Safari/525.20"
autogen-77,apple_iphone_emulator_ver4,"Mozilla/5.0 (iPhone Simulator; U; CPU iPhone OS 4_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-78,apple_iphone_emulator_ver1,Mozilla/5.0 (Aspen Simulator; U; Aspen 1_2 like Mac OS X; en-us) AppleWebKit/52
autogen-79,apple_iphone_ver2_1_sub525181_subua,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Mobile/5F136"
autogen-80,apple_iphone_ver2_2_subua,"mozilla/5.0 (iphone; u; cpu iphone os 2_2 like mac os x; en-us) applewebkit/525.18.1 (khtml, like gecko) mobile/5g77"
autogen-81,apple_iphone_ver1_suba543,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en) AppleWebKit/420+ (KHTML, like Gecko) Version/3.0 Mobile/1A543a Safari/419.3"
autogen-82,apple_iphone_ver2_sub525181,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-83,apple_iphone_ver1_sub1c25,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en) AppleWebKit/420+ (KHTML, like Gecko) Version/3.0 Mobile/1C25 Safari/419.3"
autogen-84,apple_iphone_ver1_sub1c28,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en) AppleWebKit/420+ (KHTML, like Gecko) Version/3.0 Mobile/1C28 Safari/419.3"
autogen-85,apple_iphone_ver3_1_3_subde,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_3 like Mac OS X; de-de) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7E18 Safari/528.16"
autogen-86,apple_iphone_ver1_sub4a93,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; sv-se) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/4A93 Safari/419.3"
autogen-87,apple_iphone_ver1_somesdk_subenus,"mozilla/5.0 (iphone; u; cpu iphone os 2_0_2 like mac os x; en-us) applewebkit/525.18.1 (khtml, like gecko) version/3.1.1 mobile/5c1 safari/525.20"
autogen-88,apple_iphone_emulator_ver2_sub52520_5f135,"Mozilla/5.0 (iPhone Simulator; U; CPU iPhone OS 2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5F135 Safari/525.20"
autogen-89,apple_iphone_ver2_sub52520_it,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_0_1 like Mac OS X; it-it) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5B108 Safari/525.20"
autogen-90,apple_iphone_emulator_ver2_2_1,"Mozilla/5.0 (iPhone Simulator; U; CPU iPhone OS 2_2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-91,apple_iphone_ver2_1_sub311,"mozilla/5.0 (iphone; u; cpu iphone os 2_1 like mac os x; en-us) applewebkit/525.18.1 (khtml, like gecko) version/3.1.1 mobile/5f136 safari/525.20"
autogen-92,apple_iphone_ver1_somesdk,"Mozilla/5.0 (iPhone; U; iPhone OS 2_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5A308 Safari/525.20"
autogen-93,apple_iphone_emulator_ver2_sub52520,"Mozilla/5.0 (iPhone Simulator; U; CPU iPhone OS 2_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5A345 Safari/525.20"
autogen-94,apple_iphone_ver2_2_1_svse,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2_1 like Mac OS X; sv-se) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-95,apple_iphone_ver2_2_sub525181,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5G77 Safari/525.20"
autogen-96,apple_iphone_ver3_sub52816_de,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; de-de) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7A341 Safari/528.16"
autogen-97,apple_iphone_ver3_1_2_fr,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_2 like Mac OS X; fr-fr) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7D11 Safari/528.16"
autogen-98,apple_iphone_ver3_1_2_de,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_2 like Mac OS X; de-de) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7D11 Safari/528.16"
autogen-99,apple_iphone_ver3_sub7a312g_ru,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; ru-ru) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7A312g Safari/528.16"
autogen-100,apple_sdk_aspen_emulator_ver1,"Mozilla/5.0 (Aspen Simulator; U; Aspen 1_2 like Mac OS X; en_us) AppleWebKit/525.7 (KHTML, like Gecko) Version/3.1 Mobile/5A147p Safari/5525.7"
autogen-101,apple_iphone_ver3_sub7a312g_no,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; nb-no) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7A312g Safari/528.16"
autogen-102,apple_iphone_ver2_2_fi,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2 like Mac OS X; fi-fi) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5G77 Safari/525.20"
autogen-103,apple_iphone_ver2_2_es,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2 like Mac OS X; es-es) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5G77 Safari/525.20"
autogen-104,apple_iphone_ver2_2_de,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 2_2 like Mac OS X; de-de) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5G77 Safari/525.20"
autogen-105,apple_iphone_ver1_nbno,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; nb-no) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/4A102 Safari/419.3"
autogen-106,apple_ipod_touch_ver1_subenus_sub5f137,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Mobile/5F137"
autogen-107,apple_ipod_touch_ver3_1_1,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1_1 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7C145 Safari/528.16"
autogen-108,apple_ipod_touch_ver3_1_2,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1_2 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-109,apple_ipod_touch_ver3_1_3,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1_3 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7E16 Safari/528.16"
autogen-110,apple_ipod_touch_ver2_2_1,"Mozilla/5.0 (iPod touch; U; CPU iPhone OS 2_2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Mobile/5H11"
autogen-111,apple_ipod_touch_ver2_2_sub5g77a,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5G77a Safari/525.20"
autogen-112,apple_ipod_touch_ver3_subua,"Mozilla/5.0 (iPod touch; U; CPU iPhone OS 3_0 like Mac OS X; en_us) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-113,apple_ipod_touch_ver3_1_1_subua,"Mozilla/5.0 (iPod touch; U; CPU iPhone OS 3_1_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-114,apple_ipod_touch_ver1_sub4193,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; en) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/(null) Safari/419.3"
autogen-115,apple_ipod_ver1,DO_NOT_MATCH_TEMP_IPOD_TOUCH_ENTRY
autogen-116,apple_ipod_touch_ver1_os211_es,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_1_1 like Mac OS X; es-es) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5F138 Safari/525.20"
autogen-117,apple_ipod_touch_ver2_2_subenus,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5G77 Safari/525.20"
autogen-118,apple_ipod_touch_ver1_sub3b48b_fr,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; fr) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-119,apple_ipod_touch_ver2_2_1_sub5h11a,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11a Safari/525.20"
autogen-120,apple_ipod_touch_ver1_sub3b48b_es,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; es) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-121,apple_ipod_touch_ver2_2_subdede,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2 like Mac OS X; de-de) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5G77 Safari/525.20"
autogen-122,apple_ipod_touch_ver1_sub3a110a_nbno,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; nb-no) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A110a Safari/419.3"
autogen-123,apple_ipod_touch_ver1_sub4b1_fr,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; fr) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/4B1 Safari/419.3"
